Student Name,Gender,Class,Roll Number,Age,Father Name,Mother Name,Contact Number,Admission Number,Aadhaar Number,APPAR Number,Blood Group
Aditya Ghosh,Boy,Class 6,6,11,Mr. Aditya Ghosh,Mrs. Aadhya Ghosh,6144931712,10406,639807786140,438051630415,B+
Sanjay Patel,Boy,Class 6,7,11,Mr. Aditya Patel,Mrs. Myra Patel,6585495548,10407,236390089108,427299306486,A-
Diya Nair,Girl,Class 6,8,11,Mr. Rohan Nair,Mrs. Meera Nair,9991200621,10408,172695262668,999251212392,A-
Priya Kumar,Girl,Class 6,9,12,Mr. Dev Kumar,Mrs. Anya Kumar,6297678980,10409,553464981491,123736812857,B+
Rajesh Ghosh,Boy,Class 6,10,13,Mr. Rishi Ghosh,Mrs. Tara Ghosh,6292409231,10410,408722377011,826589755930,B-
Tara Rajput,Girl,Class 6,11,13,Mr. Aditya Rajput,Mrs. Swati Rajput,9975884089,10411,704053717890,998069372026,A+
Kiara Bose,Girl,Class 6,12,11,Mr. Dev Bose,Mrs. Anjali Bose,9955594055,10412,859579314033,151350156376,AB+
Kavya Sharma,Girl,Class 6,13,11,Mr. Yash Sharma,Mrs. Myra Sharma,7416446536,10413,485469659384,688948034652,B-
Tara Kumar,Girl,Class 6,14,11,Mr. Sanjay Kumar,Mrs. Tara Kumar,8347556859,10414,868402718856,208474369945,B+
Karan Iyer,Boy,Class 6,15,13,Mr. Rohan Iyer,Mrs. Meera Iyer,8851416302,10415,427550159388,773386350429,AB+
Sai Pillai,Boy,Class 6,16,11,Mr. Kabir Pillai,Mrs. Priya Pillai,9417630584,10416,292335146807,429494532419,O+
Aadhya Dubey,Girl,Class 6,17,12,Mr. Vikram Dubey,Mrs. Pooja Dubey,6429714442,10417,315627888300,970387046731,B-
Tara Kumar,Girl,Class 6,18,11,Mr. Rishi Kumar,Mrs. Kiara Kumar,8425370372,10418,157403339214,341280028812,A-
Ananya Mishra,Girl,Class 6,19,12,Mr. Yash Mishra,Mrs. Myra Mishra,7745704424,10419,497361711825,886395216354,AB+
Zara Reddy,Girl,Class 6,20,12,Mr. Rohan Reddy,Mrs. Swati Reddy,8207156783,10420,757482484480,931893288194,B+
Kunal Singh,Boy,Class 6,21,12,Mr. Surya Singh,Mrs. Swati Singh,6383523086,10421,635577787727,188087972321,A-
Yash Iyer,Boy,Class 6,22,12,Mr. Dhruv Iyer,Mrs. Nisha Iyer,9799988790,10422,459786018436,223629442965,O-
Rohan Pandey,Boy,Class 6,23,13,Mr. Kabir Pandey,Mrs. Anjali Pandey,6965327157,10423,880376905756,238583904083,B-
Saanvi Tiwari,Girl,Class 6,24,11,Mr. Amit Tiwari,Mrs. Zara Tiwari,6885002141,10424,850880230594,582225432437,A+
Shruti Tiwari,Girl,Class 6,25,13,Mr. Dev Tiwari,Mrs. Myra Tiwari,6717468772,10425,987209041153,395849475130,A+
Sai Rao,Boy,Class 6,26,11,Mr. Dhruv Rao,Mrs. Pooja Rao,7595217522,10426,577872726541,684321087322,A-
Yash Mishra,Boy,Class 6,27,11,Mr. Karan Mishra,Mrs. Shruti Mishra,7372776028,10427,143558255765,157909636081,O+
Zara Patel,Girl,Class 6,28,11,Mr. Karan Patel,Mrs. Anya Patel,6211293663,10428,117001983840,451052385157,AB-
Swati Rajput,Girl,Class 6,29,12,Mr. Aarav Rajput,Mrs. Aditi Rajput,8670619601,10429,900810255048,662105194285,AB-
Myra Pandey,Girl,Class 6,30,13,Mr. Arjun Pandey,Mrs. Meera Pandey,7100952064,10430,160268884800,346727270981,O-
Meera Ghosh,Girl,Class 6,31,13,Mr. Sai Ghosh,Mrs. Nisha Ghosh,7399420643,10431,674365172761,566510812028,A+
Rajesh Rajput,Boy,Class 6,32,13,Mr. Sanjay Rajput,Mrs. Neha Rajput,9460648391,10432,730928106000,709415683860,A+
Anya Patel,Girl,Class 6,33,13,Mr. Sai Patel,Mrs. Zara Patel,8350261766,10433,823583438530,763165537918,AB+
Swati Sharma,Girl,Class 6,34,11,Mr. Dhruv Sharma,Mrs. Swati Sharma,7502421852,10434,264385276156,255826906595,AB+
Krishna Reddy,Boy,Class 6,35,12,Mr. Krishna Reddy,Mrs. Anjali Reddy,6683135035,10435,812726628691,622256926148,A+
Saanvi Mukherjee,Girl,Class 6,36,12,Mr. Kabir Mukherjee,Mrs. Neha Mukherjee,8560697635,10436,667838775053,779871134893,B+
Riya Mishra,Girl,Class 6,37,11,Mr. Kunal Mishra,Mrs. Diya Mishra,9900931054,10437,794828580302,960954310591,O+
Surya Das,Boy,Class 6,38,12,Mr. Vikram Das,Mrs. Swati Das,7488152903,10438,334137154370,812036644190,A+
Aadhya Reddy,Girl,Class 6,39,12,Mr. Aditya Reddy,Mrs. Aadhya Reddy,9862941165,10439,112185236738,656603569621,A+
Karan Rao,Boy,Class 6,40,12,Mr. Sai Rao,Mrs. Riya Rao,8416409473,10440,518479286425,759300596775,A+
Krishna Yadav,Boy,Class 6,41,13,Mr. Arjun Yadav,Mrs. Diya Yadav,7589299234,10441,190407602149,407740484566,B-
Riya Patel,Girl,Class 6,42,13,Mr. Krishna Patel,Mrs. Kiara Patel,7846557919,10442,358090258750,384487576852,O+
Aditya Sharma,Boy,Class 6,43,12,Mr. Sai Sharma,Mrs. Aditi Sharma,8422307853,10443,699887165213,784427266997,B+
Ananya Tiwari,Girl,Class 6,44,11,Mr. Vikram Tiwari,Mrs. Anjali Tiwari,8652090919,10444,243301424485,172809189836,O+
Kunal Yadav,Boy,Class 6,45,13,Mr. Sai Yadav,Mrs. Diya Yadav,6246538295,10445,490268420086,811402892220,B+
Nisha Kumar,Girl,Class 6,46,11,Mr. Arjun Kumar,Mrs. Kavya Kumar,6271059583,10446,851999086359,904123604944,B-
Rajesh Iyer,Boy,Class 6,47,11,Mr. Sai Iyer,Mrs. Aditi Iyer,6738892948,10447,805351600473,201623675256,AB+
Sanjay Kumar,Boy,Class 6,48,13,Mr. Yash Kumar,Mrs. Nisha Kumar,6668279408,10448,235528210507,963913960853,A-
Myra Jain,Girl,Class 6,49,13,Mr. Rahul Jain,Mrs. Nisha Jain,9810971788,10449,623499163095,270285320867,A-
Kavya Jain,Girl,Class 6,50,11,Mr. Dev Jain,Mrs. Tara Jain,8239981447,10450,664939740143,314856349319,B-
Anya Dubey,Girl,Class 7,1,13,Mr. Sai Dubey,Mrs. Aditi Dubey,6770814232,10451,210017480714,640018610552,O-
Priya Rao,Girl,Class 7,2,12,Mr. Rajesh Rao,Mrs. Nisha Rao,6316740340,10452,246660519876,126440221621,B-
Arjun Singh,Boy,Class 7,3,13,Mr. Karan Singh,Mrs. Diya Singh,6743926713,10453,769897523731,941542132959,O+
Arjun Mehta,Boy,Class 7,4,13,Mr. Vihaan Mehta,Mrs. Zara Mehta,6249345297,10454,277457628975,334354823449,O-
Sai Dubey,Boy,Class 7,5,12,Mr. Rahul Dubey,Mrs. Zara Dubey,8305806751,10455,541539790740,769603518990,A+
Meera Reddy,Girl,Class 7,6,11,Mr. Yash Reddy,Mrs. Swati Reddy,9520268965,10456,726142648826,331716502177,B-
Aarav Mukherjee,Boy,Class 7,7,13,Mr. Karan Mukherjee,Mrs. Aadhya Mukherjee,9358417886,10457,190996452060,809514356887,AB+
Vihaan Rajput,Boy,Class 7,8,12,Mr. Aditya Rajput,Mrs. Swati Rajput,9597908582,10458,175115318468,112910869724,O+
Swati Pandey,Girl,Class 7,9,12,Mr. Sai Pandey,Mrs. Aditi Pandey,7176570050,10459,152382257869,361734943643,O+
Rohan Bose,Boy,Class 7,10,12,Mr. Dhruv Bose,Mrs. Shruti Bose,7754098865,10460,269404063878,397265634437,O+
Nisha Pandey,Girl,Class 7,11,13,Mr. Yash Pandey,Mrs. Saanvi Pandey,9468439028,10461,391880937047,530300728709,O+
Tara Das,Girl,Class 7,12,12,Mr. Krishna Das,Mrs. Nisha Das,9790018537,10462,362955821806,649914527874,O+
Kiara Tiwari,Girl,Class 7,13,11,Mr. Sai Tiwari,Mrs. Priya Tiwari,6210640036,10463,364257807813,941360714226,B-
Nisha Mehta,Girl,Class 7,14,13,Mr. Rohan Mehta,Mrs. Aadhya Mehta,9494095548,10464,923204641927,388655863330,O+
Rishi Singh,Boy,Class 7,15,13,Mr. Kunal Singh,Mrs. Riya Singh,6567798630,10465,171892453601,452811870892,O-
Myra Mishra,Girl,Class 7,16,12,Mr. Sanjay Mishra,Mrs. Aadhya Mishra,6593003200,10466,761122876338,217590780328,O+
Zara Singh,Girl,Class 7,17,12,Mr. Sanjay Singh,Mrs. Zara Singh,7427638481,10467,133844350226,132145234599,O+
Ananya Rao,Girl,Class 7,18,13,Mr. Vihaan Rao,Mrs. Tara Rao,8738054234,10468,692500861713,268235387647,AB-
Rohan Reddy,Boy,Class 7,19,12,Mr. Sanjay Reddy,Mrs. Zara Reddy,9272192029,10469,529811354563,448328635118,O+
Rishi Rao,Boy,Class 7,20,11,Mr. Vikram Rao,Mrs. Swati Rao,9763478340,10470,674006576153,322792813399,B+
Priya Mishra,Girl,Class 7,21,13,Mr. Yash Mishra,Mrs. Shruti Mishra,9157139114,10471,580058720180,136502987947,AB+
Rohan Singh,Boy,Class 7,22,13,Mr. Krishna Singh,Mrs. Aditi Singh,8640090338,10472,156081052187,970289539612,A-
Nisha Mukherjee,Girl,Class 7,23,13,Mr. Sanjay Mukherjee,Mrs. Ananya Mukherjee,9312233838,10473,341627928060,549181566088,B+
Nisha Reddy,Girl,Class 7,24,11,Mr. Rishi Reddy,Mrs. Kavya Reddy,7355490426,10474,421261916570,276503366276,B+
Sanjay Das,Boy,Class 7,25,12,Mr. Sanjay Das,Mrs. Meera Das,6649650844,10475,162638985852,590235373171,AB+
Tara Mehta,Girl,Class 7,26,12,Mr. Krishna Mehta,Mrs. Neha Mehta,9403767560,10476,454972414963,802503083516,O-
Surya Yadav,Boy,Class 7,27,11,Mr. Rahul Yadav,Mrs. Kiara Yadav,6946107013,10477,560412712906,865780145142,AB+
Arjun Das,Boy,Class 7,28,12,Mr. Aarav Das,Mrs. Kavya Das,7323144895,10478,913607277324,459154076105,A+
Rajesh Iyer,Boy,Class 7,29,12,Mr. Rishi Iyer,Mrs. Diya Iyer,7679680280,10479,236745078130,528147715692,A-
Anjali Das,Girl,Class 7,30,13,Mr. Kabir Das,Mrs. Shruti Das,8240987211,10480,861539313691,107795647306,O-
Krishna Mehta,Boy,Class 7,31,11,Mr. Rishi Mehta,Mrs. Riya Mehta,6278295861,10481,731214352478,356563364425,A-
Surya Mishra,Boy,Class 7,32,13,Mr. Aarav Mishra,Mrs. Riya Mishra,7176661852,10482,207200801867,992825142858,O-
Anya Kumar,Girl,Class 7,33,11,Mr. Yash Kumar,Mrs. Priya Kumar,8544856691,10483,716948980468,688758371169,AB-
Neha Chauhan,Girl,Class 7,34,11,Mr. Karan Chauhan,Mrs. Kavya Chauhan,7839752256,10484,957924648955,963739717465,O+
Amit Mishra,Boy,Class 7,35,11,Mr. Aditya Mishra,Mrs. Kiara Mishra,8348044790,10485,435278548811,300689643345,A-
Arjun Iyer,Boy,Class 7,36,13,Mr. Sai Iyer,Mrs. Anjali Iyer,8806792946,10486,277204824061,348363219123,AB+
Shruti Nair,Girl,Class 7,37,13,Mr. Aditya Nair,Mrs. Kiara Nair,7375818847,10487,286585593858,961178452149,O-
Vihaan Tiwari,Boy,Class 7,38,11,Mr. Dhruv Tiwari,Mrs. Saanvi Tiwari,8686624041,10488,507344486229,733955490819,B+
Kavya Verma,Girl,Class 7,39,12,Mr. Rohan Verma,Mrs. Kiara Verma,8788322647,10489,401393560627,442999623314,B-
Anjali Iyer,Girl,Class 7,40,12,Mr. Yash Iyer,Mrs. Diya Iyer,9929748352,10490,625226154077,844550029845,O+
Vihaan Yadav,Boy,Class 7,41,11,Mr. Arjun Yadav,Mrs. Ananya Yadav,9144745392,10491,113740847563,337647118782,AB+
Aditya Kumar,Boy,Class 7,42,12,Mr. Sanjay Kumar,Mrs. Anjali Kumar,8796994487,10492,219133290278,726346162685,A-
Sai Reddy,Boy,Class 7,43,13,Mr. Vikram Reddy,Mrs. Anjali Reddy,8272307082,10493,811187617049,132487123393,A-
Aarav Sharma,Boy,Class 7,44,13,Mr. Amit Sharma,Mrs. Myra Sharma,9949640478,10494,655163121347,982237357078,AB+
Priya Verma,Girl,Class 7,45,12,Mr. Aarav Verma,Mrs. Zara Verma,9393984483,10495,887211219891,847578476524,AB+
Meera Mukherjee,Girl,Class 7,46,11,Mr. Sai Mukherjee,Mrs. Myra Mukherjee,7168237830,10496,454826999541,652169691079,B+
Nisha Mishra,Girl,Class 7,47,13,Mr. Amit Mishra,Mrs. Kavya Mishra,6383704570,10497,169944954068,300965090557,AB+
Neha Jain,Girl,Class 7,48,12,Mr. Karan Jain,Mrs. Diya Jain,8199263774,10498,673840028998,998098068288,AB-
Swati Iyer,Girl,Class 7,49,12,Mr. Kunal Iyer,Mrs. Anya Iyer,7114411690,10499,246904003514,992649156105,A+
Aadhya Mukherjee,Girl,Class 7,50,12,Mr. Vihaan Mukherjee,Mrs. Neha Mukherjee,7382457773,10500,719769543948,276815481022,AB-
Amit Kumar,Boy,Class 8,1,12,Mr. Rohan Kumar,Mrs. Nisha Kumar,8456490074,10501,987748308022,726991955267,O+
Ananya Mukherjee,Girl,Class 8,2,13,Mr. Kabir Mukherjee,Mrs. Meera Mukherjee,6307424585,10502,545698476597,343358205621,B-
Surya Nair,Boy,Class 8,3,13,Mr. Dhruv Nair,Mrs. Diya Nair,7273764207,10503,747825733768,367269876238,B-
Myra Mehta,Girl,Class 8,4,12,Mr. Aarav Mehta,Mrs. Riya Mehta,8460056724,10504,260960246112,418607859735,A+
Aditya Tiwari,Boy,Class 8,5,13,Mr. Krishna Tiwari,Mrs. Priya Tiwari,6481127621,10505,777181442977,272044932230,A+
Vikram Sharma,Boy,Class 8,6,11,Mr. Sanjay Sharma,Mrs. Shruti Sharma,8902593091,10506,494254620991,404415346938,O-
Priya Mishra,Girl,Class 8,7,11,Mr. Vihaan Mishra,Mrs. Myra Mishra,8887177726,10507,883839329769,740836397124,AB-
Dev Gupta,Boy,Class 8,8,12,Mr. Sanjay Gupta,Mrs. Shruti Gupta,8655634227,10508,552992272158,261231506927,AB-
Krishna Mishra,Boy,Class 8,9,11,Mr. Dhruv Mishra,Mrs. Kiara Mishra,8319291951,10509,652080815690,290046007835,A-
Vihaan Dubey,Boy,Class 8,10,12,Mr. Aditya Dubey,Mrs. Myra Dubey,6134978518,10510,749108488134,855826656142,A-
Swati Chauhan,Girl,Class 8,11,13,Mr. Vikram Chauhan,Mrs. Neha Chauhan,8404781230,10511,373039964337,600489023702,B+
Rohan Jain,Boy,Class 8,12,11,Mr. Rishi Jain,Mrs. Nisha Jain,7382060454,10512,806875224318,311498564225,B-
Myra Verma,Girl,Class 8,13,12,Mr. Rajesh Verma,Mrs. Ananya Verma,8291366240,10513,860357660908,452519769852,A-
Riya Rao,Girl,Class 8,14,11,Mr. Dhruv Rao,Mrs. Myra Rao,9376773393,10514,738827405639,619244171842,O-
Vikram Tiwari,Boy,Class 8,15,11,Mr. Vikram Tiwari,Mrs. Aadhya Tiwari,6145132015,10515,787039052206,228565039665,A-
Surya Pandey,Boy,Class 8,16,13,Mr. Sai Pandey,Mrs. Diya Pandey,8597343766,10516,500164444120,800650491946,B+
Krishna Dubey,Boy,Class 8,17,13,Mr. Sai Dubey,Mrs. Meera Dubey,9191734273,10517,135828375481,470332097640,O-
Dhruv Mishra,Boy,Class 8,18,13,Mr. Kabir Mishra,Mrs. Zara Mishra,6997938695,10518,279094949451,645578148305,B-
Anya Mishra,Girl,Class 8,19,13,Mr. Amit Mishra,Mrs. Nisha Mishra,6725896736,10519,760917275978,459862207205,B-
Tara Gupta,Girl,Class 8,20,11,Mr. Vikram Gupta,Mrs. Zara Gupta,9498343974,10520,510204147176,180358739451,B-
Rajesh Chauhan,Boy,Class 8,21,11,Mr. Dev Chauhan,Mrs. Pooja Chauhan,7758524962,10521,226311919147,762931180122,B+
Zara Yadav,Girl,Class 8,22,13,Mr. Dhruv Yadav,Mrs. Myra Yadav,9381790276,10522,973005406337,265229463142,B+
Pooja Das,Girl,Class 8,23,12,Mr. Kunal Das,Mrs. Shruti Das,6295516679,10523,624509306979,682748277424,O-
Aditya Rajput,Boy,Class 8,24,13,Mr. Vihaan Rajput,Mrs. Meera Rajput,6825178970,10524,143165316949,614061192051,A-
Yash Chauhan,Boy,Class 8,25,12,Mr. Kabir Chauhan,Mrs. Anya Chauhan,8764375922,10525,161014962877,501458542673,A-
Rohan Pillai,Boy,Class 8,26,12,Mr. Kunal Pillai,Mrs. Kiara Pillai,7415547292,10526,633028336324,487195377201,AB+
Sanjay Das,Boy,Class 8,27,13,Mr. Kabir Das,Mrs. Ananya Das,8692586539,10527,884544011946,384644408950,B-
Aditi Pillai,Girl,Class 8,28,11,Mr. Aditya Pillai,Mrs. Myra Pillai,6112641085,10528,740221333568,849043559961,B-
Anjali Dubey,Girl,Class 8,29,11,Mr. Rajesh Dubey,Mrs. Zara Dubey,8471124182,10529,684749529856,550174272135,O+
Rohan Mishra,Boy,Class 8,30,13,Mr. Rahul Mishra,Mrs. Zara Mishra,9552552317,10530,995379255383,381153206599,B-
Krishna Singh,Boy,Class 8,31,11,Mr. Arjun Singh,Mrs. Aadhya Singh,6440318683,10531,564421388005,260715942332,O-
Neha Bose,Girl,Class 8,32,12,Mr. Aditya Bose,Mrs. Diya Bose,8161454287,10532,430253621357,343744236303,AB-
Dev Mukherjee,Boy,Class 8,33,12,Mr. Vikram Mukherjee,Mrs. Kiara Mukherjee,9468747075,10533,331051634316,116507903013,AB-
Tara Dubey,Girl,Class 8,34,11,Mr. Rishi Dubey,Mrs. Priya Dubey,7371329633,10534,297859222090,562244659953,A-
Tara Jain,Girl,Class 8,35,12,Mr. Dhruv Jain,Mrs. Saanvi Jain,6749589043,10535,652211701128,337522679566,O-
Sanjay Sharma,Boy,Class 8,36,12,Mr. Rajesh Sharma,Mrs. Aditi Sharma,9693132299,10536,810381243928,606785150516,AB+
Neha Singh,Girl,Class 8,37,13,Mr. Karan Singh,Mrs. Priya Singh,7363861804,10537,842393819701,538879723323,A-
Sai Das,Boy,Class 8,38,12,Mr. Sai Das,Mrs. Anjali Das,9820557380,10538,913817401596,343782765648,O+
Nisha Sharma,Girl,Class 8,39,13,Mr. Amit Sharma,Mrs. Riya Sharma,7604314165,10539,440751770082,412303987059,A-
Riya Kumar,Girl,Class 8,40,12,Mr. Rishi Kumar,Mrs. Riya Kumar,8142106364,10540,552533733120,108494471245,A-
Sanjay Iyer,Boy,Class 8,41,13,Mr. Yash Iyer,Mrs. Priya Iyer,7553758880,10541,297447573495,674086635497,B+
Dev Pillai,Boy,Class 8,42,13,Mr. Sai Pillai,Mrs. Tara Pillai,7491372924,10542,618783413245,160792693105,AB+
Swati Sharma,Girl,Class 8,43,11,Mr. Sanjay Sharma,Mrs. Ananya Sharma,6982226695,10543,340502970266,447664355532,A-
Tara Kumar,Girl,Class 8,44,13,Mr. Aarav Kumar,Mrs. Myra Kumar,6688522785,10544,736629470751,689704164852,AB-
Zara Reddy,Girl,Class 8,45,12,Mr. Yash Reddy,Mrs. Saanvi Reddy,6684408662,10545,340228682091,963676047341,O-
Rahul Rao,Boy,Class 8,46,12,Mr. Rajesh Rao,Mrs. Aditi Rao,9120111278,10546,168145530549,339662516714,O+
Kunal Nair,Boy,Class 8,47,13,Mr. Dhruv Nair,Mrs. Aadhya Nair,7322166744,10547,442738870993,902233459964,B-
Amit Sharma,Boy,Class 8,48,11,Mr. Vikram Sharma,Mrs. Kavya Sharma,6476815742,10548,141843177576,961544350395,B+
Shruti Mehta,Girl,Class 8,49,12,Mr. Dev Mehta,Mrs. Kiara Mehta,9788334138,10549,883009351956,322733632877,A-
Rishi Verma,Boy,Class 8,50,13,Mr. Kabir Verma,Mrs. Pooja Verma,8585708730,10550,381343698446,840488649925,A-
Karan Nair,Boy,Class 9,1,16,Mr. Amit Nair,Mrs. Neha Nair,9311978297,10551,993157034648,175347047108,B-
Dhruv Bose,Boy,Class 9,2,16,Mr. Dev Bose,Mrs. Neha Bose,6658119112,10552,374542514567,560222188014,B+
Sai Sharma,Boy,Class 9,3,14,Mr. Dev Sharma,Mrs. Neha Sharma,6268355493,10553,287756790140,665840786751,A-
Aarav Pillai,Boy,Class 9,4,14,Mr. Karan Pillai,Mrs. Meera Pillai,6624697277,10554,622846593992,641055787797,AB+
Saanvi Pandey,Girl,Class 9,5,14,Mr. Rishi Pandey,Mrs. Priya Pandey,7918468001,10555,641734100037,448444311060,AB-
Shruti Mishra,Girl,Class 9,6,15,Mr. Arjun Mishra,Mrs. Kiara Mishra,9949582440,10556,426554544457,267696928139,AB+
Meera Chauhan,Girl,Class 9,7,14,Mr. Aarav Chauhan,Mrs. Kavya Chauhan,6271400605,10557,155295776064,951151059273,AB+
Aditi Chauhan,Girl,Class 9,8,14,Mr. Aarav Chauhan,Mrs. Diya Chauhan,8371795987,10558,511536578799,664968165832,B+
Diya Nair,Girl,Class 9,9,16,Mr. Rishi Nair,Mrs. Kavya Nair,6160430886,10559,183514444596,739029783622,B-
Pooja Reddy,Girl,Class 9,10,14,Mr. Rohan Reddy,Mrs. Kavya Reddy,7412131963,10560,172828890262,766578680249,B-
Ananya Reddy,Girl,Class 9,11,16,Mr. Vihaan Reddy,Mrs. Meera Reddy,7247232882,10561,698707934778,779235816023,A-
Krishna Dubey,Boy,Class 9,12,16,Mr. Aarav Dubey,Mrs. Riya Dubey,7600453211,10562,525457129754,710669383444,A-
Riya Pillai,Girl,Class 9,13,16,Mr. Yash Pillai,Mrs. Swati Pillai,8659063607,10563,861971686738,557148453226,A-
Rishi Iyer,Boy,Class 9,14,15,Mr. Rahul Iyer,Mrs. Meera Iyer,8371126797,10564,573995096803,391350577490,O+
Surya Tiwari,Boy,Class 9,15,14,Mr. Yash Tiwari,Mrs. Anya Tiwari,9229507909,10565,995119809643,250359949630,O-
Vikram Pillai,Boy,Class 9,16,14,Mr. Dhruv Pillai,Mrs. Kavya Pillai,8785867546,10566,177384705399,425257561194,A+
Vikram Yadav,Boy,Class 9,17,14,Mr. Kunal Yadav,Mrs. Ananya Yadav,6129848385,10567,303394348768,829418594753,AB+
Anya Yadav,Girl,Class 9,18,15,Mr. Dev Yadav,Mrs. Meera Yadav,6373936975,10568,359176974289,852051373711,B-
Rajesh Reddy,Boy,Class 9,19,14,Mr. Sai Reddy,Mrs. Saanvi Reddy,6209780366,10569,631434354463,630172263185,B-
Nisha Nair,Girl,Class 9,20,16,Mr. Rahul Nair,Mrs. Pooja Nair,7406307892,10570,332048604793,712397874975,A-
Neha Pandey,Girl,Class 9,21,14,Mr. Aditya Pandey,Mrs. Aditi Pandey,9790424662,10571,683807594271,512572033376,O+
Vikram Rajput,Boy,Class 9,22,15,Mr. Rajesh Rajput,Mrs. Priya Rajput,9808950809,10572,210147258533,578430293643,O+
Pooja Bose,Girl,Class 9,23,14,Mr. Amit Bose,Mrs. Anjali Bose,9562247441,10573,563175647831,203681089523,B+
Rajesh Gupta,Boy,Class 9,24,16,Mr. Surya Gupta,Mrs. Ananya Gupta,6688586492,10574,593763346643,639673188591,AB-
Amit Yadav,Boy,Class 9,25,15,Mr. Krishna Yadav,Mrs. Shruti Yadav,7761462430,10575,372530109219,345630630143,B+
Kunal Rao,Boy,Class 9,26,14,Mr. Vikram Rao,Mrs. Pooja Rao,8814231287,10576,141839142147,274573787311,O-
Karan Mehta,Boy,Class 9,27,15,Mr. Sanjay Mehta,Mrs. Swati Mehta,8464892961,10577,154091789817,239560730519,AB+
Swati Bose,Girl,Class 9,28,14,Mr. Arjun Bose,Mrs. Tara Bose,9212452367,10578,962327611242,803252588319,B-
Kavya Reddy,Girl,Class 9,29,14,Mr. Rohan Reddy,Mrs. Myra Reddy,7974056049,10579,393098404716,122460148579,B-
Sanjay Ghosh,Boy,Class 9,30,15,Mr. Kunal Ghosh,Mrs. Tara Ghosh,9503334292,10580,303931223058,648946605597,O+
Aarav Bose,Boy,Class 9,31,14,Mr. Aditya Bose,Mrs. Pooja Bose,6529468723,10581,964923629107,650926249657,B-
Arjun Yadav,Boy,Class 9,32,14,Mr. Aditya Yadav,Mrs. Kiara Yadav,8326390670,10582,247600555015,879830913632,A-
Meera Dubey,Girl,Class 9,33,14,Mr. Surya Dubey,Mrs. Myra Dubey,7706172305,10583,546159161101,302399993486,A-
Meera Das,Girl,Class 9,34,16,Mr. Surya Das,Mrs. Diya Das,8570410651,10584,747920273279,897059079032,B-
Anya Ghosh,Girl,Class 9,35,14,Mr. Amit Ghosh,Mrs. Anya Ghosh,8658448750,10585,566404296922,789063060485,AB-
Diya Bose,Girl,Class 9,36,16,Mr. Sanjay Bose,Mrs. Riya Bose,8828831082,10586,680670874877,852786059777,B-
Dhruv Mishra,Boy,Class 9,37,14,Mr. Vihaan Mishra,Mrs. Pooja Mishra,8613804651,10587,460044950631,291960904025,AB+
Aditya Rao,Boy,Class 9,38,15,Mr. Rohan Rao,Mrs. Diya Rao,6673161763,10588,513488971244,254164777872,A+
Rahul Jain,Boy,Class 9,39,14,Mr. Surya Jain,Mrs. Nisha Jain,6758255835,10589,574104393967,976112692692,O+
Aadhya Pillai,Girl,Class 9,40,14,Mr. Surya Pillai,Mrs. Nisha Pillai,7799306681,10590,536930372336,578210953783,AB+
Anya Ghosh,Girl,Class 9,41,14,Mr. Aditya Ghosh,Mrs. Priya Ghosh,6844182630,10591,739993694627,769278266401,A+
Kunal Iyer,Boy,Class 9,42,16,Mr. Kabir Iyer,Mrs. Swati Iyer,8697318085,10592,158722106433,235228932002,A+
Kiara Dubey,Girl,Class 9,43,15,Mr. Yash Dubey,Mrs. Diya Dubey,6995943975,10593,389485598240,810251036884,O-
Vihaan Singh,Boy,Class 9,44,14,Mr. Kabir Singh,Mrs. Riya Singh,9827562596,10594,406313448512,272365001324,B+
Surya Pillai,Boy,Class 9,45,14,Mr. Rishi Pillai,Mrs. Nisha Pillai,7107266850,10595,156296447548,323924578285,O-
Karan Mehta,Boy,Class 9,46,14,Mr. Rishi Mehta,Mrs. Neha Mehta,7968682517,10596,810260237833,171421974831,B+
Krishna Gupta,Boy,Class 9,47,16,Mr. Surya Gupta,Mrs. Meera Gupta,9666486253,10597,485199541426,441882363627,AB+
Myra Singh,Girl,Class 9,48,15,Mr. Yash Singh,Mrs. Myra Singh,9160010224,10598,954172594770,500370907614,AB+
Neha Dubey,Girl,Class 9,49,16,Mr. Vikram Dubey,Mrs. Kiara Dubey,8502128456,10599,530550198191,583633131882,O+
Kavya Yadav,Girl,Class 9,50,16,Mr. Aditya Yadav,Mrs. Riya Yadav,8827543121,10600,516847784716,954472419518,B-
Nisha Verma,Girl,Class 10,1,16,Mr. Amit Verma,Mrs. Ananya Verma,7495657586,10601,130886242368,635068276024,A+
Surya Pandey,Boy,Class 10,2,14,Mr. Dev Pandey,Mrs. Priya Pandey,7489804210,10602,656194060745,339650444360,B-
Diya Bose,Girl,Class 10,3,16,Mr. Yash Bose,Mrs. Pooja Bose,8598114809,10603,191154533763,912413917455,A-
Ananya Mukherjee,Girl,Class 10,4,16,Mr. Rahul Mukherjee,Mrs. Saanvi Mukherjee,7542864741,10604,912038789485,932528033260,O-
Myra Tiwari,Girl,Class 10,5,16,Mr. Sanjay Tiwari,Mrs. Aditi Tiwari,6984460897,10605,847580244238,605868392382,B-
Sanjay Bose,Boy,Class 10,6,14,Mr. Sanjay Bose,Mrs. Riya Bose,6483765792,10606,560304924227,446963057043,O-
Rajesh Nair,Boy,Class 10,7,16,Mr. Arjun Nair,Mrs. Diya Nair,7438529996,10607,611769949689,719757457068,B+
